时间,SN,工作模式,模式序号,执行顺序进度,最终扭矩,最终角度,监控角度,执行时间,拧紧结果状态,NG结果
2024-05-29 08:15:55,;,job模式,job[1]/Pset[2],[2/3],0.0053,7116.6,7117.8,0.959,拧紧合格,拧紧合格
2024-05-29 08:15:56,;,job模式,job[1]/Pset[2],[3/3],0.0056,7119.8,7120.8,0.959,拧紧合格,拧紧合格
2024-05-29 08:16:05,;45,job模式,job[1]/Pset[2],[1/3],0.0055,7116.7,7117.6,0.959,拧紧合格,拧紧合格
2024-05-29 08:16:06,;45,job模式,job[1]/Pset[2],[2/3],0.0057,7110.8,7112.1,0.959,拧紧合格,拧紧合格
2024-05-29 08:16:08,;45,job模式,job[1]/Pset[2],[3/3],0.0052,7113.9,7114.6,0.959,拧紧合格,拧紧合格
2024-05-29 08:16:17,;45358\,job模式,job[1]/Pset[2],[1/3],0.0054,7119.1,7120.1,0.959,拧紧合格,拧紧合格
2024-05-29 08:16:18,;45358\,job模式,job[1]/Pset[2],[2/3],0.0047,7117.1,7118.1,0.959,拧紧合格,拧紧合格
2024-05-29 08:16:20,;45358\,job模式,job[1]/Pset[2],[3/3],0.0057,561.0,561.0,0.130,拧紧不合格,系统急停
2024-05-29 08:16:21,;45358\,job模式,job[1]/Pset[2],[1/3],0.0056,224.2,224.2,0.090,拧紧不合格,系统急停
2024-05-29 08:16:22,;45358\,job模式,job[1]/Pset[2],[2/3],0.0066,7119.4,7120.5,0.959,拧紧合格,拧紧合格
2024-05-29 08:16:25,;45358\,job模式,job[1]/Pset[2],[3/3],0.0054,216.9,216.9,0.089,拧紧不合格,系统急停
2024-05-29 08:16:27,;45358\,job模式,job[1]/Pset[2],[1/3],0.0051,397.4,397.5,0.111,拧紧不合格,系统急停
2024-05-29 08:16:58,9,job模式,job[1]/Pset[2],[1/3],0.0054,7117.1,7118.2,0.959,拧紧合格,拧紧合格
2024-05-29 08:17:00,9,job模式,job[1]/Pset[2],[2/3],0.0050,554.6,554.6,0.129,拧紧不合格,系统急停
2024-05-29 08:17:01,9,job模式,job[1]/Pset[2],[2/3],0.0051,355.6,355.6,0.106,拧紧不合格,系统急停
2024-05-29 08:17:02,9,job模式,job[1]/Pset[2],[2/3],0.0050,355.5,355.5,0.106,拧紧不合格,系统急停
2024-05-29 08:17:03,9,job模式,job[1]/Pset[2],[2/3],0.0053,517.8,517.8,0.125,拧紧不合格,系统急停
2024-05-29 08:17:03,9,job模式,job[1]/Pset[2],[2/3],0.0049,7116.6,7117.6,0.959,拧紧合格,拧紧合格
2024-05-29 08:17:05,9,job模式,job[1]/Pset[2],[3/3],0.0055,7119.6,7121.1,0.959,拧紧合格,拧紧合格
2024-05-29 08:17:09,9,job模式,job[1]/Pset[2],[1/3],0.0053,7114.9,7116.1,0.959,拧紧合格,拧紧合格
2024-05-29 08:17:12,9,job模式,job[1]/Pset[2],[2/3],0.0058,7110.9,7112.1,0.959,拧紧合格,拧紧合格
2024-05-29 08:17:13,9,job模式,job[1]/Pset[2],[3/3],0.0058,7113.6,7114.7,0.959,拧紧合格,拧紧合格
2024-05-29 08:17:15,9,job模式,job[1]/Pset[2],[1/3],0.0058,7119.7,7121.0,0.959,拧紧合格,拧紧合格
2024-05-29 08:17:16,9,job模式,job[1]/Pset[2],[2/3],0.0057,7117.3,7118.7,0.959,拧紧合格,拧紧合格
2024-05-29 08:17:18,9,job模式,job[1]/Pset[2],[3/3],0.0054,7111.6,7112.6,0.960,拧紧合格,拧紧合格
2024-05-29 08:17:20,9,job模式,job[1]/Pset[2],[1/3],0.0055,7115.1,7116.3,0.959,拧紧合格,拧紧合格
2024-05-29 08:17:30,9,job模式,job[1]/Pset[2],[2/3],0.0051,7118.2,7119.4,0.959,拧紧合格,拧紧合格
2024-05-29 08:17:32,9,job模式,job[1]/Pset[2],[3/3],0.0056,7116.6,7117.8,0.960,拧紧合格,拧紧合格
2024-05-29 08:25:09,5,job模式,job[1]/Pset[2],[1/3],0.0055,7118.6,7120.1,0.959,拧紧合格,拧紧合格
2024-05-29 08:25:12,5,job模式,job[1]/Pset[2],[2/3],0.0046,7114.0,7115.2,0.959,拧紧合格,拧紧合格
2024-05-29 08:25:16,5,job模式,job[1]/Pset[2],[3/3],0.0051,7111.3,7112.4,0.959,拧紧合格,拧紧合格
2024-05-29 08:25:21,5,job模式,job[1]/Pset[2],[1/3],0.0052,7115.8,7116.9,0.958,拧紧合格,拧紧合格
2024-05-29 08:25:23,5,job模式,job[1]/Pset[2],[2/3],0.0055,7117.3,7118.7,0.959,拧紧合格,拧紧合格
2024-05-29 08:25:24,5,job模式,job[1]/Pset[2],[3/3],0.0053,7111.6,7112.6,0.959,拧紧合格,拧紧合格
2024-05-29 08:25:31,5,job模式,job[1]/Pset[2],[1/3],0.0051,7112.0,7113.2,0.959,拧紧合格,拧紧合格
2024-05-29 08:25:32,5,job模式,job[1]/Pset[2],[2/3],0.0055,7114.9,7116.2,0.958,拧紧合格,拧紧合格
2024-05-29 08:25:34,5,job模式,job[1]/Pset[2],[3/3],0.0061,7120.7,7122.0,0.959,拧紧合格,拧紧合格
2024-05-29 08:26:35,5,job模式,job[1]/Pset[2],[1/3],0.0058,7115.6,7116.7,0.959,拧紧合格,拧紧合格
2024-05-29 08:26:36,5,job模式,job[1]/Pset[2],[2/3],0.0055,7114.1,7115.3,0.959,拧紧合格,拧紧合格
2024-05-29 08:26:38,5,job模式,job[1]/Pset[2],[3/3],0.0057,7114.7,7115.7,0.959,拧紧合格,拧紧合格
2024-05-29 08:26:44,5,job模式,job[1]/Pset[2],[1/3],0.0061,7119.4,7120.8,0.959,拧紧合格,拧紧合格
2024-05-29 08:26:45,5,job模式,job[1]/Pset[2],[2/3],0.0055,7117.4,7118.4,0.960,拧紧合格,拧紧合格
2024-05-29 08:26:46,5,job模式,job[1]/Pset[2],[3/3],0.0052,7114.5,7115.4,0.959,拧紧合格,拧紧合格
2024-05-29 08:27:16,5,job模式,job[1]/Pset[2],[1/3],0.0048,7112.9,7113.8,0.959,拧紧合格,拧紧合格
2024-05-29 08:27:18,5,job模式,job[1]/Pset[2],[2/3],0.0060,7119.7,7120.9,0.958,拧紧合格,拧紧合格
2024-05-29 08:27:19,5,job模式,job[1]/Pset[2],[3/3],0.0055,7116.8,7118.1,0.959,拧紧合格,拧紧合格
2024-05-29 08:33:18,5,job模式,job[1]/Pset[2],[1/3],0.0050,3743.0,3743.0,0.477,拧紧不合格,系统急停
2024-05-29 08:33:18,5,job模式,job[1]/Pset[2],[1/3],0.0059,7116.3,7117.5,0.959,拧紧合格,拧紧合格
2024-05-29 08:33:20,5,job模式,job[1]/Pset[2],[2/3],0.0051,7117.6,7119.0,0.960,拧紧合格,拧紧合格
2024-05-29 08:33:21,5,job模式,job[1]/Pset[2],[3/3],0.0050,7115.8,7117.1,0.959,拧紧合格,拧紧合格
2024-05-29 08:33:33,5,job模式,job[1]/Pset[2],[1/3],0.0052,7114.2,7115.3,0.959,拧紧合格,拧紧合格
2024-05-29 08:33:34,5,job模式,job[1]/Pset[2],[2/3],0.0058,7114.1,7115.2,0.959,拧紧合格,拧紧合格
2024-05-29 08:33:36,5,job模式,job[1]/Pset[2],[3/3],0.0060,7118.6,7119.6,0.959,拧紧合格,拧紧合格
2024-05-29 08:33:41,5,job模式,job[1]/Pset[2],[1/3],0.0047,517.1,517.0,0.125,拧紧不合格,系统急停
2024-05-29 08:33:42,5,job模式,job[1]/Pset[2],[1/3],0.0046,651.6,651.5,0.140,拧紧不合格,系统急停
2024-05-29 08:33:43,5,job模式,job[1]/Pset[2],[1/3],0.0056,170.5,170.5,0.083,拧紧不合格,系统急停
2024-05-29 08:33:44,5,job模式,job[1]/Pset[2],[1/3],0.0053,354.1,354.1,0.105,拧紧不合格,系统急停
2024-05-29 08:33:47,5,job模式,job[1]/Pset[2],[1/3],0.0046,650.5,650.6,0.140,拧紧不合格,系统急停
2024-05-29 08:33:48,5,job模式,job[1]/Pset[2],[1/3],0.0049,171.7,171.7,0.083,拧紧不合格,系统急停
2024-05-29 08:33:50,5,job模式,job[1]/Pset[2],[1/3],0.0056,474.6,474.6,0.120,拧紧不合格,系统急停
2024-05-29 08:33:52,5,job模式,job[1]/Pset[2],[1/3],0.0051,476.1,476.1,0.120,拧紧不合格,系统急停
2024-05-29 08:33:56,5,job模式,job[1]/Pset[2],[1/3],0.0054,650.4,650.5,0.140,拧紧不合格,系统急停
2024-05-29 08:33:58,5,job模式,job[1]/Pset[2],[1/3],0.0054,7111.6,7112.6,0.960,拧紧合格,拧紧合格
2024-05-29 08:34:03,5,job模式,job[1]/Pset[2],[2/3],0.0056,7110.8,7112.0,0.959,拧紧合格,拧紧合格
2024-05-29 08:34:07,5,job模式,job[1]/Pset[2],[3/3],0.0047,7116.2,7117.2,0.959,拧紧合格,拧紧合格
2024-05-29 08:45:24,45345,job模式,job[1]/Pset[2],[1/3],0.0049,7119.0,7120.4,0.959,拧紧合格,拧紧合格
2024-05-29 08:45:25,45345,job模式,job[1]/Pset[2],[2/3],0.0053,7113.9,7115.5,0.959,拧紧合格,拧紧合格
2024-05-29 08:45:27,45345,job模式,job[1]/Pset[2],[3/3],0.0054,7112.1,7113.5,0.959,拧紧合格,拧紧合格
2024-05-29 08:45:32,45345,job模式,job[1]/Pset[2],[1/3],0.0053,7115.8,7116.8,0.959,拧紧合格,拧紧合格
2024-05-29 08:45:33,45345,job模式,job[1]/Pset[2],[2/3],0.0064,7120.9,7122.2,0.959,拧紧合格,拧紧合格
2024-05-29 08:45:35,45345,job模式,job[1]/Pset[2],[3/3],0.0052,7114.7,7115.8,0.960,拧紧合格,拧紧合格
2024-05-29 08:49:12,5,job模式,job[1]/Pset[2],[1/3],0.0076,392.6,392.6,0.111,拧紧不合格,系统急停
2024-05-29 08:49:14,5,job模式,job[1]/Pset[2],[1/3],0.0073,7110.1,7111.1,0.969,拧紧合格,拧紧合格
