时间,操作员ID,SN,工作模式,模式序号,执行顺序进度,最终扭矩,最终角度,监控角度,执行时间,拧紧结果状态,NG结果
2024-06-25 08:54:29,x1111111,5343,job模式,job[9]/Pset[8],[2/6],0.0043,104.5,104.4,0.127,拧紧不合格,系统急停
2024-06-25 08:54:32,x1111111,5343,job模式,job[9]/Pset[8],[2/6],0.0039,79.1,79.1,0.111,拧紧不合格,系统急停
2024-06-25 08:54:40,x1111111,5343,job模式,job[9]/Pset[8],[2/6],0.0045,79.8,79.8,0.111,拧紧不合格,系统急停
2024-06-25 08:54:41,x1111111,5343,job模式,job[9]/Pset[8],[2/6],0.0042,79.7,79.7,0.110,拧紧不合格,系统急停
2024-06-25 08:55:07,x1111111,5343,job模式,job[9]/Pset[8],[2/5],0.0204,225.5,226.2,1.902,拧紧合格,拧紧合格
2024-06-25 08:55:13,x1111111,5343,job模式,job[9]/Pset[8],[3/5],0.0058,119.7,119.7,0.195,拧紧不合格,系统急停
2024-06-25 13:43:59,x2222222,2,,[1/6],0.0063,232.4,232.4,1.165,拧紧不合格,系统急停
2024-06-25 13:44:00,x2222222,2,,[1/6],0.0071,119.3,119.3,0.140,拧紧不合格,系统急停
2024-06-25 13:44:05,x2222222,2,,[1/6],0.0064,129.1,129.0,0.345,拧紧不合格,系统急停
2024-06-25 13:44:07,x2222222,2,,[1/6],0.0201,123.4,124.2,0.997,拧紧合格,拧紧合格
2024-06-25 13:44:09,x2222222,2,,[2/6],0.0201,150.1,150.9,1.316,拧紧合格,拧紧合格
2024-06-25 13:44:11,x2222222,2,,[3/6],0.0065,120.3,120.4,0.140,拧紧不合格,系统急停
2024-06-25 13:44:12,x2222222,2,,[3/6],0.0053,120.4,120.4,0.140,拧紧不合格,系统急停
2024-06-25 13:44:38,x2222222,2,,[3/5],0.0201,288.4,288.7,2.432,拧紧合格,拧紧合格
2024-06-25 13:44:40,x2222222,2,,[4/5],0.0049,92.1,92.0,0.120,拧紧不合格,系统急停
2024-06-25 13:49:21,x1111111,1,,[1/5],0.0055,163.6,163.8,0.645,拧紧不合格,系统急停
2024-06-25 14:32:52,x1111111,1,,[1/5],0.0203,161.8,162.5,1.373,拧紧合格,拧紧合格
2024-06-25 14:33:44,x1111111,1,,[2/5],0.0059,141.8,141.8,0.460,拧紧不合格,系统急停
2024-06-25 14:34:01,x1111111,1,,[1/5],0.0056,128.2,128.1,0.325,拧紧不合格,系统急停
2024-06-25 14:34:16,x1111111,1,,[1/5],0.0085,184.0,183.9,0.800,拧紧不合格,系统急停
2024-06-25 15:22:59,x1111111,s,,[1/5],0.0201,146.2,146.5,1.257,拧紧合格,拧紧合格
2024-06-25 15:23:00,x1111111,s,,[2/5],0.0066,118.1,118.1,0.140,拧紧不合格,系统急停
